critical_threshold,degradation_index,line_id,machine_id,maintenance_state,measurement,measurement_unit,operating_mode,plant_id,runtime_hours,sensor_event_id,sensor_id,sensor_type,service_hours_since_maintenance,threshold_status,timestamp,warning_threshold,event_timestamp,event_date,production_line_id,sensor_value,source_threshold_status,distance_from_warning_threshold,distance_from_critical_threshold,normalised_distance_to_nearest_threshold,warning_breach_flag,critical_breach_flag,near_warning_flag,near_critical_flag,near_threshold_flag,calculated_threshold_status,threshold_consistency_flag,threshold_breach_direction,threshold_margin_percentage,threshold_breach_component_score,recent_downtime_minutes,recent_produced_quantity,recent_rejected_quantity,recent_production_event_count,recent_reject_rate,quality_check_count_for_machine,quality_failure_count_for_machine,quality_alert_count_for_machine,service_interval_proxy_hours,service_overdue_indicator,utilisation_intensity,rolling_mean_3,rolling_max_3,rolling_std_3,rolling_mean_7,rolling_max_7,rolling_std_7,degradation_slope,degradation_status,degradation_signal_flag,degradation_score,degradation_reason,robust_zscore,robust_zscore_abs,robust_zscore_threshold,robust_zscore_anomaly_flag,robust_zscore_status,robust_zscore_score_0_100,isolation_forest_score,isolation_forest_score_0_100,isolation_forest_anomaly_flag,isolation_forest_status,isolation_forest_contamination,isolation_forest_score_interpretation,combined_anomaly_flag,anomaly_score_0_100,maintenance_run_id,near_threshold_component_score,anomaly_component_score,runtime_risk_score,maintenance_state_risk_score,production_context_score,quality_context_score,failure_risk_score,equipment_health_score,risk_level,maintenance_priority,risk_level_sort,recommended_action,recommendation_reason,synthetic_data_flag
8,0.533000,LINE-02-02,MACH-02-02-02,normal,4.264000,mm_s,standby,PLANT-02,80.520000,EH-000201,SENS-MACH-02-02-02-VIBRATION,vibration,154,normal,2026-01-06 02:00:00+00:00,6.500000,2026-01-06 02:00:00+00:00,2026-01-06,LINE-02-02,4.264000,normal,2.236000,3.736000,1.490667,False,False,False,False,False,normal,True,none,34.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.370173,5.838000,7.284000,1.236228,5.264667,7.284000,1.226272,0.237600,calculated,False,13.511200,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,52.678272,0.000000,0.000000,0.000000,10.603981,89.396019,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.738500,LINE-03-02,MACH-03-02-01,normal,66.462000,celsius,production,PLANT-03,73.080000,EH-000176,SENS-MACH-03-02-01-TEMPERATURE,temperature,134,normal,2026-01-05 12:00:00+00:00,78.000000,2026-01-05 12:00:00+00:00,2026-01-05,LINE-03-02,66.462000,normal,11.538000,23.538000,0.961500,False,False,False,False,False,normal,True,none,14.792308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.335969,65.654000,66.462000,0.853160,65.379000,66.462000,0.784200,0.290100,calculated,False,18.251200,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,46.322411,0.000000,0.000000,0.000000,10.598602,89.401398,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.722700,LINE-01-02,MACH-01-02-01,normal,65.047000,celsius,production,PLANT-01,88.600000,EH-000188,SENS-MACH-01-02-01-TEMPERATURE,temperature,141,normal,2026-01-06 12:00:00+00:00,78.000000,2026-01-06 12:00:00+00:00,2026-01-06,LINE-01-02,65.047000,normal,12.953000,24.953000,1.079417,False,False,False,False,False,normal,True,none,16.606410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.407319,65.227000,65.923000,0.510905,65.481167,66.642000,0.750350,-0.260543,calculated,False,14.454000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,50.625208,0.000000,0.000000,0.000000,10.484581,89.515419,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
8,0.528600,LINE-01-02,MACH-01-02-01,normal,4.229000,mm_s,standby,PLANT-01,96.720000,EH-000223,SENS-MACH-01-02-01-VIBRATION,vibration,154,normal,2026-01-07 02:00:00+00:00,6.500000,2026-01-07 02:00:00+00:00,2026-01-07,LINE-01-02,4.229000,normal,2.271000,3.771000,1.514000,False,False,False,False,False,normal,True,none,34.938462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.444649,4.260667,4.982000,0.576473,4.653714,5.757000,0.744225,-0.153679,calculated,False,10.572000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,55.284929,0.000000,0.000000,0.000000,10.407139,89.592861,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
8,0.492100,LINE-01-01,MACH-01-01-02,normal,3.937000,mm_s,standby,PLANT-01,81.590000,EH-000183,SENS-MACH-01-01-02-VIBRATION,vibration,153,normal,2026-01-06 02:00:00+00:00,6.500000,2026-01-06 02:00:00+00:00,2026-01-06,LINE-01-01,3.937000,normal,2.563000,4.063000,1.708667,False,False,False,False,False,normal,True,none,39.430769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.375092,5.008000,6.294000,0.974177,4.683000,6.294000,0.931034,0.195029,calculated,False,12.182343,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,52.592504,0.000000,0.000000,0.000000,10.325344,89.674656,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.719000,LINE-01-02,MACH-01-02-01,normal,64.711000,celsius,production,PLANT-01,73.780000,EH-000152,SENS-MACH-01-02-01-TEMPERATURE,temperature,144,normal,2026-01-05 12:00:00+00:00,78.000000,2026-01-05 12:00:00+00:00,2026-01-05,LINE-01-02,64.711000,normal,13.289000,25.289000,1.107417,False,False,False,False,False,normal,True,none,17.037179,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.339187,65.072667,65.923000,0.603508,65.568000,66.642000,0.793971,-0.325700,calculated,False,14.380000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,49.014409,0.000000,0.000000,0.000000,10.228161,89.771839,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
8,0.553600,LINE-01-01,MACH-01-01-03,normal,4.429000,mm_s,standby,PLANT-01,81.600000,EH-000185,SENS-MACH-01-01-03-VIBRATION,vibration,155,normal,2026-01-06 02:00:00+00:00,6.500000,2026-01-06 02:00:00+00:00,2026-01-06,LINE-01-01,4.429000,normal,2.071000,3.571000,1.380667,False,False,False,False,False,normal,True,none,31.861538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.375138,5.077000,6.947000,1.342893,5.398000,6.947000,1.076037,-0.071257,calculated,False,11.072000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,53.109986,0.000000,0.000000,0.000000,10.180898,89.819102,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.711500,LINE-01-01,MACH-01-01-03,normal,64.033000,celsius,production,PLANT-01,73.390000,EH-000150,SENS-MACH-01-01-03-TEMPERATURE,temperature,142,normal,2026-01-05 12:00:00+00:00,78.000000,2026-01-05 12:00:00+00:00,2026-01-05,LINE-01-01,64.033000,normal,13.967000,25.967000,1.163917,False,False,False,False,False,normal,True,none,17.906410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.337394,65.070333,66.462000,1.022798,64.936600,66.462000,1.045457,-0.037900,calculated,False,14.230000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,48.435783,0.000000,0.000000,0.000000,10.111367,89.888633,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.711700,LINE-01-01,MACH-01-01-02,normal,64.050000,celsius,production,PLANT-01,72.500000,EH-000148,SENS-MACH-01-01-02-TEMPERATURE,temperature,140,normal,2026-01-05 12:00:00+00:00,78.000000,2026-01-05 12:00:00+00:00,2026-01-05,LINE-01-01,64.050000,normal,13.950000,25.950000,1.162500,False,False,False,False,False,normal,True,none,17.884615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.333303,65.407333,66.354000,0.984408,65.500400,66.889000,1.103824,-0.175300,calculated,False,14.234000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,47.776705,0.000000,0.000000,0.000000,10.013306,89.986694,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.740700,LINE-02-01,MACH-02-01-02,normal,66.663000,celsius,production,PLANT-02,72.470000,EH-000160,SENS-MACH-02-01-02-TEMPERATURE,temperature,135,normal,2026-01-05 12:00:00+00:00,78.000000,2026-01-05 12:00:00+00:00,2026-01-05,LINE-02-01,66.663000,normal,11.337000,23.337000,0.944750,False,False,False,False,False,normal,True,none,14.534615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.333165,66.136333,66.663000,0.504043,66.127600,66.663000,0.402768,0.028400,calculated,False,15.154800,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,46.482195,0.000000,0.000000,0.000000,10.003289,89.996711,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
8,0.595100,LINE-01-02,MACH-01-02-03,normal,4.761000,mm_s,standby,PLANT-01,80.380000,EH-000191,SENS-MACH-01-02-03-VIBRATION,vibration,144,normal,2026-01-06 02:00:00+00:00,6.500000,2026-01-06 02:00:00+00:00,2026-01-06,LINE-01-02,4.761000,normal,1.739000,3.239000,1.159333,False,False,False,False,False,normal,True,none,26.753846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.369529,5.372333,6.074000,0.539822,5.648167,6.372000,0.621320,-0.150029,calculated,False,11.902000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,50.076380,0.000000,0.000000,0.000000,9.891857,90.108143,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
8,0.565300,LINE-02-01,MACH-02-01-01,normal,4.522000,mm_s,standby,PLANT-02,80.380000,EH-000193,SENS-MACH-02-01-01-VIBRATION,vibration,146,normal,2026-01-06 02:00:00+00:00,6.500000,2026-01-06 02:00:00+00:00,2026-01-06,LINE-02-01,4.522000,normal,1.978000,3.478000,1.318667,False,False,False,False,False,normal,True,none,30.430769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.369529,4.725333,5.194000,0.332363,5.389833,7.284000,1.348486,-0.136657,calculated,False,11.306000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,50.592254,0.000000,0.000000,0.000000,9.850038,90.149962,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
8,0.622800,LINE-01-02,MACH-01-02-01,normal,4.982000,mm_s,standby,PLANT-01,64.620000,EH-000151,SENS-MACH-01-02-01-VIBRATION,vibration,143,normal,2026-01-05 02:00:00+00:00,6.500000,2026-01-05 02:00:00+00:00,2026-01-05,LINE-01-02,4.982000,normal,1.518000,3.018000,1.012000,False,False,False,False,False,normal,True,none,23.353846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.297076,5.241333,5.757000,0.364633,4.955200,5.757000,0.643424,0.064400,calculated,False,13.228800,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,47.282585,0.000000,0.000000,0.000000,9.738148,90.261852,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
8,0.496900,LINE-03-02,MACH-03-02-01,normal,3.975000,mm_s,standby,PLANT-03,80.270000,EH-000211,SENS-MACH-03-02-01-VIBRATION,vibration,147,normal,2026-01-06 02:00:00+00:00,6.500000,2026-01-06 02:00:00+00:00,2026-01-06,LINE-03-02,3.975000,normal,2.525000,4.025000,1.683333,False,False,False,False,False,normal,True,none,38.846154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.369024,4.894667,5.625000,0.686785,5.312500,6.475000,0.752991,-0.355343,calculated,False,9.938000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,50.832490,0.000000,0.000000,0.000000,9.612474,90.387526,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
8,0.703100,LINE-03-02,MACH-03-02-01,normal,5.625000,mm_s,standby,PLANT-03,64.780000,EH-000175,SENS-MACH-03-02-01-VIBRATION,vibration,133,normal,2026-01-05 02:00:00+00:00,6.500000,2026-01-05 02:00:00+00:00,2026-01-05,LINE-03-02,5.625000,normal,0.875000,2.375000,0.583333,False,False,False,False,False,normal,True,none,13.461538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.297812,5.278333,5.625000,0.245729,5.580000,6.475000,0.501055,-0.220600,calculated,False,14.062000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,44.728965,0.000000,0.000000,0.000000,9.521745,90.478255,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
8,0.443000,LINE-03-02,MACH-03-02-02,normal,3.544000,mm_s,standby,PLANT-03,80.430000,EH-000213,SENS-MACH-03-02-02-VIBRATION,vibration,149,normal,2026-01-06 02:00:00+00:00,6.500000,2026-01-06 02:00:00+00:00,2026-01-06,LINE-03-02,3.544000,normal,2.956000,4.456000,1.970667,False,False,False,False,False,normal,True,none,45.476923,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.369759,5.557667,7.192000,1.513252,5.583500,7.192000,1.237129,-0.189914,calculated,False,8.860000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,51.374108,0.000000,0.000000,0.000000,9.478116,90.521884,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
8,0.660300,LINE-01-02,MACH-01-02-03,normal,5.282000,mm_s,standby,PLANT-01,64.470000,EH-000155,SENS-MACH-01-02-03-VIBRATION,vibration,130,normal,2026-01-05 02:00:00+00:00,6.500000,2026-01-05 02:00:00+00:00,2026-01-05,LINE-01-02,5.282000,normal,1.218000,2.718000,0.812000,False,False,False,False,False,normal,True,none,18.738462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.296387,5.880333,6.285000,0.431766,5.825600,6.372000,0.523786,0.003600,calculated,False,13.249200,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,43.905275,0.000000,0.000000,0.000000,9.235631,90.764369,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
8,0.446400,LINE-01-02,MACH-01-02-01,normal,3.571000,mm_s,standby,PLANT-01,81.300000,EH-000187,SENS-MACH-01-02-01-VIBRATION,vibration,140,normal,2026-01-06 02:00:00+00:00,6.500000,2026-01-06 02:00:00+00:00,2026-01-06,LINE-01-02,3.571000,normal,2.929000,4.429000,1.952667,False,False,False,False,False,normal,True,none,45.061538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.373759,4.512667,4.985000,0.665860,4.724500,5.757000,0.781734,-0.160943,calculated,False,8.928000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,49.192667,0.000000,0.000000,0.000000,9.164500,90.835500,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.739600,LINE-01-02,MACH-01-02-02,normal,66.561000,celsius,production,PLANT-01,41.210000,EH-000082,SENS-MACH-01-02-02-TEMPERATURE,temperature,118,normal,2026-01-03 12:00:00+00:00,78.000000,2026-01-03 12:00:00+00:00,2026-01-03,LINE-01-02,66.561000,normal,11.439000,23.439000,0.953250,False,False,False,False,False,normal,True,none,14.665385,0.000000,65.000000,173.000000,11.000000,2.000000,0.063584,28,0,2,120.000000,False,0.189454,65.171000,66.561000,1.318839,65.171000,66.561000,1.318839,0.000000,insufficient_history,False,0.000000,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,37.067392,0.000000,65.895954,40.000000,8.854907,91.145093,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.733400,LINE-02-01,MACH-02-01-03,normal,66.007000,celsius,production,PLANT-02,56.680000,EH-000126,SENS-MACH-02-01-03-TEMPERATURE,temperature,123,normal,2026-01-04 12:00:00+00:00,78.000000,2026-01-04 12:00:00+00:00,2026-01-04,LINE-02-01,66.007000,normal,11.993000,23.993000,0.999417,False,False,False,False,False,normal,True,none,15.375641,0.000000,55.000000,204.000000,7.000000,2.000000,0.034314,28,9,10,120.000000,True,0.260574,65.819333,67.050000,1.089561,65.189250,67.050000,1.442696,0.000000,insufficient_history,False,0.000000,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,40.846271,0.000000,54.411765,100.000000,8.847529,91.152471,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.737000,LINE-01-02,MACH-01-02-02,normal,66.330000,celsius,production,PLANT-01,56.260000,EH-000118,SENS-MACH-01-02-02-TEMPERATURE,temperature,132,normal,2026-01-04 12:00:00+00:00,78.000000,2026-01-04 12:00:00+00:00,2026-01-04,LINE-01-02,66.330000,normal,11.670000,23.670000,0.972500,False,False,False,False,False,normal,True,none,14.961538,0.000000,40.000000,231.000000,13.000000,2.000000,0.056277,28,0,2,120.000000,True,0.258643,65.430000,66.561000,1.439227,65.460750,66.561000,1.247544,0.000000,insufficient_history,False,0.000000,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,43.100120,0.000000,47.402597,40.000000,8.835148,91.164852,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
8,0.521800,LINE-02-01,MACH-02-01-03,normal,4.174000,mm_s,standby,PLANT-02,48.150000,EH-000125,SENS-MACH-02-01-03-VIBRATION,vibration,122,normal,2026-01-04 02:00:00+00:00,6.500000,2026-01-04 02:00:00+00:00,2026-01-04,LINE-02-01,4.174000,normal,2.326000,3.826000,1.550667,False,False,False,False,False,normal,True,none,35.784615,0.000000,55.000000,204.000000,7.000000,2.000000,0.034314,28,9,10,120.000000,True,0.221359,6.303667,9.327000,2.196563,5.580000,9.327000,2.278102,0.000000,insufficient_history,False,0.000000,recent_critical_breach,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,39.215817,0.000000,54.411765,100.000000,8.602961,91.397039,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.742800,LINE-03-02,MACH-03-02-03,normal,66.855000,celsius,production,PLANT-03,56.540000,EH-000144,SENS-MACH-03-02-03-TEMPERATURE,temperature,124,normal,2026-01-04 12:00:00+00:00,78.000000,2026-01-04 12:00:00+00:00,2026-01-04,LINE-03-02,66.855000,normal,11.145000,23.145000,0.928750,False,False,False,False,False,normal,True,none,14.288462,0.000000,30.000000,184.000000,13.000000,2.000000,0.070652,28,10,11,120.000000,True,0.259930,64.631000,66.855000,1.578296,64.282000,66.855000,1.494546,0.000000,insufficient_history,False,0.000000,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,41.081681,0.000000,42.663043,100.000000,8.295404,91.704596,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.741000,LINE-02-02,MACH-02-02-01,normal,66.692000,celsius,production,PLANT-02,56.970000,EH-000128,SENS-MACH-02-02-01-TEMPERATURE,temperature,125,normal,2026-01-04 12:00:00+00:00,78.000000,2026-01-04 12:00:00+00:00,2026-01-04,LINE-02-02,66.692000,normal,11.308000,23.308000,0.942333,False,False,False,False,False,normal,True,none,14.497436,0.000000,35.000000,221.000000,8.000000,2.000000,0.036199,28,5,7,120.000000,True,0.261907,65.168333,66.692000,1.077469,65.540000,66.692000,1.133628,0.000000,insufficient_history,False,0.000000,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,41.408807,0.000000,38.216440,100.000000,8.122143,91.877857,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.707600,LINE-03-02,MACH-03-02-03,normal,63.683000,celsius,production,PLANT-03,41.000000,EH-000108,SENS-MACH-03-02-03-TEMPERATURE,temperature,110,normal,2026-01-03 12:00:00+00:00,78.000000,2026-01-03 12:00:00+00:00,2026-01-03,LINE-03-02,63.683000,normal,14.317000,26.317000,1.193083,False,False,False,False,False,normal,True,none,18.355128,0.000000,45.000000,191.000000,13.000000,2.000000,0.068063,28,10,11,120.000000,False,0.188488,63.424333,63.683000,0.189352,63.424333,63.683000,0.189352,0.000000,insufficient_history,False,0.000000,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,34.970110,0.000000,54.515707,100.000000,7.971302,92.028698,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
8,0.696500,LINE-03-02,MACH-03-02-03,normal,5.572000,mm_s,standby,PLANT-03,33.150000,EH-000107,SENS-MACH-03-02-03-VIBRATION,vibration,109,normal,2026-01-03 02:00:00+00:00,6.500000,2026-01-03 02:00:00+00:00,2026-01-03,LINE-03-02,5.572000,normal,0.928000,2.428000,0.618667,False,False,False,False,False,normal,True,none,14.276923,0.000000,45.000000,191.000000,13.000000,2.000000,0.068063,28,10,11,120.000000,False,0.152400,4.685000,5.572000,0.851589,4.685000,5.572000,0.851589,0.000000,insufficient_history,False,0.000000,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,33.449072,0.000000,54.515707,100.000000,7.743146,92.256854,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.733700,LINE-01-01,MACH-01-01-01,normal,66.033000,celsius,production,PLANT-01,41.910000,EH-000074,SENS-MACH-01-01-01-TEMPERATURE,temperature,110,normal,2026-01-03 12:00:00+00:00,78.000000,2026-01-03 12:00:00+00:00,2026-01-03,LINE-01-01,66.033000,normal,11.967000,23.967000,0.997250,False,False,False,False,False,normal,True,none,15.342308,0.000000,45.000000,211.000000,6.000000,2.000000,0.028436,28,2,3,120.000000,False,0.192672,65.747667,66.033000,0.207059,65.747667,66.033000,0.207059,0.000000,insufficient_history,False,0.000000,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,35.116534,0.000000,44.609005,60.000000,7.497930,92.502070,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.732600,LINE-01-01,MACH-01-01-01,normal,65.932000,celsius,production,PLANT-01,57.440000,EH-000110,SENS-MACH-01-01-01-TEMPERATURE,temperature,124,normal,2026-01-04 12:00:00+00:00,78.000000,2026-01-04 12:00:00+00:00,2026-01-04,LINE-01-01,65.932000,normal,12.068000,24.068000,1.005667,False,False,False,False,False,normal,True,none,15.471795,0.000000,15.000000,202.000000,4.000000,2.000000,0.019802,28,2,3,120.000000,True,0.264068,65.875667,66.033000,0.156611,65.793750,66.033000,0.196281,0.000000,insufficient_history,False,0.000000,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,41.226496,0.000000,17.450495,60.000000,7.056499,92.943501,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
