inspection_id,inspection_timestamp,plant_id,line_id,machine_id,batch_id,product_id,quality_metric,sample_size,defective_units,measured_value,lower_specification_limit,upper_specification_limit,inspection_result,defect_category,severity,inspection_date,production_line_id,measurement_unit,specification_center,specification_range,distance_from_lower_limit,distance_from_upper_limit,normalised_distance_to_nearest_limit,within_specification_flag,below_lower_limit_flag,above_upper_limit_flag,near_limit_flag,warning_limit_flag,specification_failure_direction,specification_margin_percentage,source_inspection_result,calculated_specification_result,specification_consistency_flag,defective_unit_rate,event_id,event_timestamp,produced_quantity,accepted_quantity,rejected_quantity,cycle_time_seconds,target_cycle_time_seconds,downtime_duration_minutes,operating_status,production_yield,first_pass_yield_proxy,first_pass_yield_method,scrap_rate,cycle_time_ratio,baseline_observation_count,center_line,process_standard_deviation,upper_control_limit,lower_control_limit,point_deviation_from_center,outside_control_limit_flag,baseline_method,control_chart_status,spc_rule_codes,spc_signal_flag,spc_triggering_window,spc_evaluation_status,robust_zscore,robust_zscore_abs,robust_zscore_threshold,robust_zscore_anomaly_flag,robust_zscore_status,robust_zscore_score_0_100,isolation_forest_score,isolation_forest_score_0_100,isolation_forest_anomaly_flag,isolation_forest_status,isolation_forest_contamination,isolation_forest_score_interpretation,combined_anomaly_flag,anomaly_score_0_100,quality_run_id,synthetic_data_flag,specification_failure_component_score,near_limit_component_score,spc_signal_component_score,anomaly_component_score,defect_severity_component_score,defective_unit_rate_component_score,recurrence_component_score,quality_risk_score,risk_level,investigation_priority,risk_level_sort,recommended_action,recommendation_reason
QC-000003-1,2026-01-01 06:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260101-LINE0201-1,PROD-004,diameter_mm,20,0,10.046000,9.500000,10.500000,pass,,none,2026-01-01,LINE-02-01,mm,10.000000,1.000000,0.546000,0.454000,0.454000,True,False,False,False,False,,45.400000,pass,pass,True,0.000000,PE-000003,2026-01-01 06:00:00+00:00,98,93,5,69.370000,66,15,running,0.948980,0.948980,accepted_quantity_over_produced_quantity_proxy,0.051020,1.051061,0,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.210062,82.268244,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,82.268244,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,82.268244,0.000000,0.000000,0.000000,16.453649,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000053-1,2026-01-05 06:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260105-LINE0301-1,PROD-002,torque_nm,20,0,49.660000,45.000000,55.000000,pass,,none,2026-01-05,LINE-03-01,Nm,50.000000,10.000000,4.660000,5.340000,0.466000,True,False,False,False,False,,46.600000,pass,pass,True,0.000000,PE-000053,2026-01-05 06:00:00+00:00,91,89,2,55.480000,54,0,running,0.978022,0.978022,accepted_quantity_over_produced_quantity_proxy,0.021978,1.027407,8,49.993000,0.200936,50.595808,49.390192,-0.333000,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.118882,82.138477,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,82.138477,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,82.138477,0.000000,0.000000,0.000000,16.427695,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000018-1,2026-01-02 06:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260102-LINE0302-1,PROD-004,diameter_mm,20,0,9.803000,9.500000,10.500000,pass,,none,2026-01-02,LINE-03-02,mm,10.000000,1.000000,0.303000,0.697000,0.303000,True,False,False,False,False,,30.300000,pass,pass,True,0.000000,PE-000018,2026-01-02 06:00:00+00:00,96,91,5,61.080000,66,10,under_target,0.947917,0.947917,accepted_quantity_over_produced_quantity_proxy,0.052083,0.925455,2,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.156085,81.899597,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,81.899597,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,81.899597,0.000000,0.000000,20.000000,16.379919,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000007-1,2026-01-01 14:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260101-LINE0101-2,PROD-008,surface_finish_ra,20,0,0.571000,0.200000,1.600000,pass,,none,2026-01-01,LINE-01-01,ra,0.900000,1.400000,0.371000,1.029000,0.265000,True,False,False,False,False,,26.500000,pass,pass,True,0.000000,PE-000007,2026-01-01 14:00:00+00:00,78,75,3,64.700000,60,5,under_target,0.961538,0.961538,accepted_quantity_over_produced_quantity_proxy,0.038462,1.078333,1,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.190454,81.739175,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,81.739175,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,81.739175,0.000000,0.000000,0.000000,16.347835,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000144-1,2026-01-12 14:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260112-LINE0302-2,PROD-004,diameter_mm,20,0,10.375000,9.500000,10.500000,pass,,none,2026-01-12,LINE-03-02,mm,10.000000,1.000000,0.875000,0.125000,0.125000,True,False,False,False,False,,12.500000,pass,pass,True,0.000000,PE-000144,2026-01-12 14:00:00+00:00,110,110,0,67.400000,66,0,running,1.000000,1.000000,accepted_quantity_over_produced_quantity_proxy,0.000000,1.021212,23,10.024783,0.693832,12.106279,7.943287,0.350217,False,expanding_prior_observations,calculated,,False,,calculated,0.635113,0.635113,3.500000,False,calculated,18.146090,-0.155752,81.725112,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,81.725112,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,81.725112,0.000000,0.000000,100.000000,16.345022,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000115-1,2026-01-10 14:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260110-LINE0101-2,PROD-005,surface_finish_ra,20,0,1.135000,0.200000,1.600000,pass,,none,2026-01-10,LINE-01-01,ra,0.900000,1.400000,0.935000,0.465000,0.332143,True,False,False,False,False,,33.214286,pass,pass,True,0.000000,PE-000115,2026-01-10 14:00:00+00:00,103,102,1,47.850000,42,0,running,0.990291,0.990291,accepted_quantity_over_produced_quantity_proxy,0.009709,1.139286,19,0.923789,0.503779,2.435125,-0.587546,0.211211,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.189837,81.474126,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,81.474126,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,81.474126,0.000000,0.000000,40.000000,16.294825,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000143-1,2026-01-12 14:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260112-LINE0301-2,PROD-003,torque_nm,20,0,50.239000,45.000000,55.000000,pass,,none,2026-01-12,LINE-03-01,Nm,50.000000,10.000000,5.239000,4.761000,0.476100,True,False,False,False,False,,47.610000,pass,pass,True,0.000000,PE-000143,2026-01-12 14:00:00+00:00,75,72,3,60.630000,60,25,degraded,0.960000,0.960000,accepted_quantity_over_produced_quantity_proxy,0.040000,1.010500,23,50.081739,0.364164,51.174231,48.989247,0.157261,False,expanding_prior_observations,calculated,,False,,calculated,0.262530,0.262530,3.500000,False,calculated,7.500855,-0.115335,79.687790,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,79.687790,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,79.687790,0.000000,0.000000,0.000000,15.937558,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000028-1,2026-01-03 06:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260103-LINE0202-1,PROD-007,surface_finish_ra,20,0,1.186000,0.200000,1.600000,pass,,none,2026-01-03,LINE-02-02,ra,0.900000,1.400000,0.986000,0.414000,0.295714,True,False,False,False,False,,29.571429,pass,pass,True,0.000000,PE-000028,2026-01-03 06:00:00+00:00,110,107,3,61.150000,54,25,degraded,0.972727,0.972727,accepted_quantity_over_produced_quantity_proxy,0.027273,1.132407,4,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.183635,79.455284,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,79.455284,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,79.455284,0.000000,0.000000,20.000000,15.891057,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000001-1,2026-01-01 06:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260101-LINE0101-1,PROD-002,surface_finish_ra,20,0,1.092000,0.200000,1.600000,pass,,none,2026-01-01,LINE-01-01,ra,0.900000,1.400000,0.892000,0.508000,0.362857,True,False,False,False,False,,36.285714,pass,pass,True,0.000000,PE-000001,2026-01-01 06:00:00+00:00,95,95,0,53.760000,54,25,degraded,1.000000,1.000000,accepted_quantity_over_produced_quantity_proxy,0.000000,0.995556,0,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.184622,79.236031,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,79.236031,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,79.236031,0.000000,0.000000,0.000000,15.847206,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000072-1,2026-01-06 14:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260106-LINE0302-2,PROD-006,diameter_mm,20,0,9.918000,9.500000,10.500000,pass,,none,2026-01-06,LINE-03-02,mm,10.000000,1.000000,0.418000,0.582000,0.418000,True,False,False,False,False,,41.800000,pass,pass,True,0.000000,PE-000072,2026-01-06 14:00:00+00:00,97,89,8,48.510000,48,0,running,0.917526,0.917526,accepted_quantity_over_produced_quantity_proxy,0.082474,1.010625,11,10.198636,0.614225,12.041310,8.355963,-0.280636,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.148384,77.859015,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,77.859015,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,77.859015,0.000000,0.000000,80.000000,15.571803,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000097-1,2026-01-09 06:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260109-LINE0101-1,PROD-002,surface_finish_ra,20,0,0.595000,0.200000,1.600000,pass,,none,2026-01-09,LINE-01-01,ra,0.900000,1.400000,0.395000,1.005000,0.282143,True,False,False,False,False,,28.214286,pass,pass,True,0.000000,PE-000097,2026-01-09 06:00:00+00:00,95,93,2,51.740000,54,15,running,0.978947,0.978947,accepted_quantity_over_produced_quantity_proxy,0.021053,0.958148,16,0.899625,0.337248,1.911369,-0.112119,-0.304625,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.180848,77.616260,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,77.616260,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,77.616260,0.000000,0.000000,0.000000,15.523252,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000151-1,2026-01-13 14:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260113-LINE0101-2,PROD-004,surface_finish_ra,20,0,0.909000,0.200000,1.600000,pass,,none,2026-01-13,LINE-01-01,ra,0.900000,1.400000,0.709000,0.691000,0.493571,True,False,False,False,False,,49.357143,pass,pass,True,0.000000,PE-000151,2026-01-13 14:00:00+00:00,98,90,8,69.000000,66,40,degraded,0.918367,0.918367,accepted_quantity_over_produced_quantity_proxy,0.081633,1.045455,25,0.907560,0.446895,2.248244,-0.433124,0.001440,False,expanding_prior_observations,calculated,,False,,calculated,0.170172,0.170172,3.500000,False,calculated,4.862058,-0.179639,77.097658,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,77.097658,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,77.097658,0.000000,0.000000,40.000000,15.419532,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000136-1,2026-01-12 06:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260112-LINE0202-1,PROD-004,surface_finish_ra,20,0,0.570000,0.200000,1.600000,pass,,none,2026-01-12,LINE-02-02,ra,0.900000,1.400000,0.370000,1.030000,0.264286,True,False,False,False,False,,26.428571,pass,pass,True,0.000000,PE-000136,2026-01-12 06:00:00+00:00,103,95,8,68.830000,66,25,degraded,0.922330,0.922330,accepted_quantity_over_produced_quantity_proxy,0.077670,1.042879,22,0.711636,0.689321,2.779600,-1.356327,-0.141636,False,expanding_prior_observations,calculated,,False,,calculated,-0.450552,0.450552,3.500000,False,calculated,12.872910,-0.177850,76.952125,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,76.952125,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,76.952125,0.000000,0.000000,80.000000,15.390425,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000111-1,2026-01-10 06:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260110-LINE0201-1,PROD-001,diameter_mm,20,0,10.262000,9.500000,10.500000,pass,,none,2026-01-10,LINE-02-01,mm,10.000000,1.000000,0.762000,0.238000,0.238000,True,False,False,False,False,,23.800000,pass,pass,True,0.000000,PE-000111,2026-01-10 06:00:00+00:00,119,116,3,44.340000,48,0,running,0.974790,0.974790,accepted_quantity_over_produced_quantity_proxy,0.025210,0.923750,18,9.821222,0.646548,11.760868,7.881577,0.440778,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.194906,76.332597,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,76.332597,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,76.332597,0.000000,0.000000,80.000000,15.266519,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000156-1,2026-01-13 14:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260113-LINE0302-2,PROD-001,diameter_mm,20,0,9.928000,9.500000,10.500000,pass,,none,2026-01-13,LINE-03-02,mm,10.000000,1.000000,0.428000,0.572000,0.428000,True,False,False,False,False,,42.800000,pass,pass,True,0.000000,PE-000156,2026-01-13 14:00:00+00:00,98,95,3,55.070000,48,40,degraded,0.969388,0.969388,accepted_quantity_over_produced_quantity_proxy,0.030612,1.147292,25,10.042920,0.669249,12.050666,8.035174,-0.114920,False,expanding_prior_observations,calculated,,False,,calculated,-0.254056,0.254056,3.500000,False,calculated,7.258734,-0.145385,76.285348,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,76.285348,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,76.285348,0.000000,0.000000,100.000000,15.257070,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000041-1,2026-01-04 06:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260104-LINE0301-1,PROD-005,torque_nm,20,0,49.842000,45.000000,55.000000,pass,,none,2026-01-04,LINE-03-01,Nm,50.000000,10.000000,4.842000,5.158000,0.484200,True,False,False,False,False,,48.420000,pass,pass,True,0.000000,PE-000041,2026-01-04 06:00:00+00:00,112,109,3,41.430000,42,5,running,0.973214,0.973214,accepted_quantity_over_produced_quantity_proxy,0.026786,0.986429,6,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.110185,76.129231,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,76.129231,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,76.129231,0.000000,0.000000,0.000000,15.225846,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000166-1,2026-01-14 14:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260114-LINE0202-2,PROD-004,surface_finish_ra,20,0,1.270000,0.200000,1.600000,pass,,none,2026-01-14,LINE-02-02,ra,0.900000,1.400000,1.070000,0.330000,0.235714,True,False,False,False,False,,23.571429,pass,pass,True,0.000000,PE-000166,2026-01-14 14:00:00+00:00,113,111,2,74.470000,66,0,running,0.982301,0.982301,accepted_quantity_over_produced_quantity_proxy,0.017699,1.128333,27,0.700037,0.678992,2.737013,-1.336939,0.569963,False,expanding_prior_observations,calculated,,False,,calculated,0.829360,0.829360,3.500000,False,calculated,23.695991,-0.175410,75.896404,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,75.896404,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,75.896404,0.000000,0.000000,100.000000,15.179281,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000052-1,2026-01-05 06:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260105-LINE0202-1,PROD-001,surface_finish_ra,20,0,0.919000,0.200000,1.600000,pass,,none,2026-01-05,LINE-02-02,ra,0.900000,1.400000,0.719000,0.681000,0.486429,True,False,False,False,False,,48.642857,pass,pass,True,0.000000,PE-000052,2026-01-05 06:00:00+00:00,112,107,5,44.710000,48,0,running,0.955357,0.955357,accepted_quantity_over_produced_quantity_proxy,0.044643,0.931458,8,0.587000,0.928994,3.373983,-2.199983,0.332000,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.175255,75.829352,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,75.829352,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,75.829352,0.000000,0.000000,20.000000,15.165870,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000013-1,2026-01-02 06:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260102-LINE0101-1,PROD-007,surface_finish_ra,20,0,0.942000,0.200000,1.600000,pass,,none,2026-01-02,LINE-01-01,ra,0.900000,1.400000,0.742000,0.658000,0.470000,True,False,False,False,False,,47.000000,pass,pass,True,0.000000,PE-000013,2026-01-02 06:00:00+00:00,87,86,1,59.610000,54,0,running,0.988506,0.988506,accepted_quantity_over_produced_quantity_proxy,0.011494,1.103889,2,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.175815,75.456496,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,75.456496,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,75.456496,0.000000,0.000000,0.000000,15.091299,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000106-1,2026-01-09 14:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260109-LINE0202-2,PROD-003,surface_finish_ra,20,0,0.340000,0.200000,1.600000,pass,,none,2026-01-09,LINE-02-02,ra,0.900000,1.400000,0.140000,1.260000,0.100000,True,False,False,False,True,,10.000000,pass,pass,True,0.000000,PE-000106,2026-01-09 14:00:00+00:00,114,112,2,57.070000,60,25,degraded,0.982456,0.982456,accepted_quantity_over_produced_quantity_proxy,0.017544,0.951167,17,0.691588,0.772125,3.007963,-1.624786,-0.351588,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.173541,75.087473,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,75.087473,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,75.087473,0.000000,0.000000,80.000000,15.017495,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000145-1,2026-01-13 06:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260113-LINE0101-1,PROD-006,surface_finish_ra,20,0,0.675000,0.200000,1.600000,pass,,none,2026-01-13,LINE-01-01,ra,0.900000,1.400000,0.475000,0.925000,0.339286,True,False,False,False,False,,33.928571,pass,pass,True,0.000000,PE-000145,2026-01-13 06:00:00+00:00,111,108,3,54.940000,48,5,running,0.972973,0.972973,accepted_quantity_over_produced_quantity_proxy,0.027027,1.144583,24,0.917250,0.453530,2.277839,-0.443339,-0.242250,False,expanding_prior_observations,calculated,,False,,calculated,-0.649167,0.649167,3.500000,False,calculated,18.547619,-0.173312,74.381942,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,74.381942,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,74.381942,0.000000,0.000000,40.000000,14.876388,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000152-1,2026-01-13 14:00:00+00:00,PLANT-01,LINE-01-02,MACH-01-02-02,BATCH-PO-20260113-LINE0102-2,PROD-005,torque_nm,20,0,49.712000,45.000000,55.000000,pass,,none,2026-01-13,LINE-01-02,Nm,50.000000,10.000000,4.712000,5.288000,0.471200,True,False,False,False,False,,47.120000,pass,pass,True,0.000000,PE-000152,2026-01-13 14:00:00+00:00,98,96,2,42.850000,42,40,degraded,0.979592,0.979592,accepted_quantity_over_produced_quantity_proxy,0.020408,1.020238,25,50.105120,0.488045,51.569255,48.640985,-0.393120,False,expanding_prior_observations,calculated,,False,,calculated,-1.248263,1.248263,3.500000,False,calculated,35.664657,-0.111691,74.365882,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,74.365882,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,74.365882,0.000000,0.000000,0.000000,14.873176,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000142-1,2026-01-12 14:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260112-LINE0202-2,PROD-002,surface_finish_ra,20,0,1.180000,0.200000,1.600000,pass,,none,2026-01-12,LINE-02-02,ra,0.900000,1.400000,0.980000,0.420000,0.300000,True,False,False,False,False,,30.000000,pass,pass,True,0.000000,PE-000142,2026-01-12 14:00:00+00:00,114,106,8,53.580000,54,5,running,0.929825,0.929825,accepted_quantity_over_produced_quantity_proxy,0.070175,0.992222,23,0.705478,0.674788,2.729842,-1.318885,0.474522,False,expanding_prior_observations,calculated,,False,,calculated,0.726385,0.726385,3.500000,False,calculated,20.753846,-0.167197,72.342870,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,72.342870,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,72.342870,0.000000,0.000000,80.000000,14.468574,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000011-1,2026-01-01 14:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260101-LINE0301-2,PROD-004,torque_nm,20,0,49.775000,45.000000,55.000000,pass,,none,2026-01-01,LINE-03-01,Nm,50.000000,10.000000,4.775000,5.225000,0.477500,True,False,False,False,False,,47.750000,pass,pass,True,0.000000,PE-000011,2026-01-01 14:00:00+00:00,94,93,1,73.280000,66,0,under_target,0.989362,0.989362,accepted_quantity_over_produced_quantity_proxy,0.010638,1.110303,1,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.104659,72.311382,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,72.311382,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,72.311382,0.000000,0.000000,0.000000,14.462276,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000131-1,2026-01-11 14:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260111-LINE0301-2,PROD-006,torque_nm,20,0,49.808000,45.000000,55.000000,pass,,none,2026-01-11,LINE-03-01,Nm,50.000000,10.000000,4.808000,5.192000,0.480800,True,False,False,False,False,,48.080000,pass,pass,True,0.000000,PE-000131,2026-01-11 14:00:00+00:00,101,98,3,45.930000,48,15,under_target,0.970297,0.970297,accepted_quantity_over_produced_quantity_proxy,0.029703,0.956875,21,50.121286,0.354053,51.183444,49.059127,-0.313286,False,expanding_prior_observations,calculated,,False,,calculated,-0.748717,0.748717,3.500000,False,calculated,21.391909,-0.103367,71.418730,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,71.418730,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,71.418730,0.000000,0.000000,0.000000,14.283746,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000060-1,2026-01-05 14:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260105-LINE0302-2,PROD-001,diameter_mm,20,0,9.982000,9.500000,10.500000,pass,,none,2026-01-05,LINE-03-02,mm,10.000000,1.000000,0.482000,0.518000,0.482000,True,False,False,False,False,,48.200000,pass,pass,True,0.000000,PE-000060,2026-01-05 14:00:00+00:00,103,95,8,53.470000,48,10,running,0.922330,0.922330,accepted_quantity_over_produced_quantity_proxy,0.077670,1.113958,9,10.053111,0.419348,11.311155,8.795067,-0.071111,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.135868,71.291604,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,71.291604,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,71.291604,0.000000,0.000000,60.000000,14.258321,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000167-1,2026-01-14 14:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260114-LINE0301-2,PROD-005,torque_nm,20,0,49.814000,45.000000,55.000000,pass,,none,2026-01-14,LINE-03-01,Nm,50.000000,10.000000,4.814000,5.186000,0.481400,True,False,False,False,False,,48.140000,pass,pass,True,0.000000,PE-000167,2026-01-14 14:00:00+00:00,78,73,5,44.830000,42,40,degraded,0.935897,0.935897,accepted_quantity_over_produced_quantity_proxy,0.064103,1.067381,27,50.086556,0.370210,51.197185,48.975927,-0.272556,False,expanding_prior_observations,calculated,,False,,calculated,-0.735620,0.735620,3.500000,False,calculated,21.017707,-0.103025,71.182250,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,71.182250,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,71.182250,0.000000,0.000000,0.000000,14.236450,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
